Gene.Symbol	Locus.ID	Cytoband	Entrez.IDs
FAM57A	79850	17p13.3	79850
GEMIN4	50628	17p13.3	50628
GLOD4	51031	17p13.3	51031
MIR3183	-5355	17p13.3	100422835
NXN	64359	17p13.3	64359
RNMTL1	55178	17p13.3	RNMTL1
RPH3AL	9501	17p13.3	9501
TIMM22	-5354	17p13.3	29928
VPS53	55275	17p13.3	55275
BHLHA9	-5356	17p13.3	727857
TUSC5	286753	17p13.3	286753
YWHAE	7531	17p13.3	7531
CRK	1398	17p13.3	1398
MYO1C	4641	17p13.3	4641
INPP5K	51763	17p13.3	51763
PITPNA	5306	17p13.3	5306
SLC43A2	124935	17p13.3	124935
RN7SL105P	-5357	17p13.3	106480487
snoU13|ENSG00000238946.1	-5358	17p13.3	snoU13|ENSG00000238946.1
SCARF1	8578	17p13.3	8578
RILP	83547	17p13.3	83547
PRPF8	10594	17p13.3	10594
MIR22HG	407004	17p13.3	84981
TLCD2	-5359	17p13.3	727910
WDR81	124997	17p13.3	124997
SERPINF2	5345	17p13.3	5345
SERPINF1	5176	17p13.3	5176
SMYD4	114826	17p13.3	114826
RPA1	6117	17p13.3	6117
RTN4RL1	146760	17p13.3	146760
DPH1	1801	17p13.3	1801
OVCA2	124641	17p13.3	124641
HIC1	3090	17p13.3	3090
MIR132	406921	17p13.3	406921
MIR212	406994	17p13.3	406994
SMG6	23293	17p13.3	23293
RN7SL624P	-5360	17p13.3	106480379
SRR	63826	17p13.3	63826
SNORD91A	-5362	17p13.3	692207
SNORD91B	-5361	17p13.3	692208
TSR1	55720	17p13.3	55720
SGSM2	9905	17p13.3	9905
MNT	4335	17p13.3	4335
METTL16	79066	17p13.3	79066
RN7SL33P	-5363	17p13.3	106479236
PAFAH1B1	5048	17p13.3	5048
snoU13|ENSG00000239024.1	-5364	17p13.3	snoU13|ENSG00000239024.1
RN7SL608P	-5365	17p13.3	106480521
CLUH	23277	17p13.3	23277
MIR1253	-5366	17p13.3	100302208
RN7SL605P	-5367	17p13.3	106481087
RAP1GAP2	23108	17p13.3	23108
OR1D2	4991	17p13.3	4991
OR1D5	8386	17p13.3	8386
OR1G1	8390	17p13.3	8390
OR1A2	26189	17p13.3	26189
OR1A1	8383	17p13.3	8383
OR1D4	-5368	17p13.3	653166
OR3A2	4995	17p13.3	4995
OR3A1	4994	17p13.3	4994
OR3A4P	390756	17p13.3	390756
OR1E1	-5369	17p13.2	8387
OR3A3	8392	17p13.2	8392
OR1E2	8388	17p13.2	8388
SPATA22	84690	17p13.2	84690
ASPA	-5370	17p13.2	443
TRPV3	162514	17p13.2	162514
SHPK	-5371	17p13.2	23729
TRPV1	7442	17p13.2	7442
CTNS	1497	17p13.2	1497
EMC6	83460	17p13.2	83460
P2RX5	5026	17p13.2	5026
TAX1BP3	30851	17p13.2	30851
ITGAE	3682	17p13.2	3682
GSG2	83903	17p13.2	83903
C17orf85	-5372	17p13.2	C17orf85
CAMKK1	84254	17p13.2	84254
P2RX1	5023	17p13.2	5023
ATP2A3	489	17p13.2	489
ZZEF1	23140	17p13.2	23140
RNA5SP434	-5373	17p13.2	100873684
snoU13|ENSG00000238807.1	-5374	17p13.2	snoU13|ENSG00000238807.1
CYB5D2	124936	17p13.2	124936
ANKFY1	51479	17p13.2	51479
UBE2G1	7326	17p13.2	7326
RN7SL774P	-5375	17p13.2	106481761
SPNS3	201305	17p13.2	201305
SPNS2	-5376	17p13.2	124976
MYBBP1A	10514	17p13.2	10514
GGT6	124975	17p13.2	124975
SMTNL2	342527	17p13.2	342527
ALOX15	246	17p13.2	246
PELP1	27043	17p13.2	27043
ARRB2	409	17p13.2	409
MED11	400569	17p13.2	400569
CXCL16	58191	17p13.2	58191
ZMYND15	84225	17p13.2	84225
GLTPD2	388323	17p13.2	388323
TM4SF5	9032	17p13.2	9032
VMO1	284013	17p13.2	284013
PLD2	5338	17p13.2	5338
PSMB6	5694	17p13.2	5694
MINK1	50488	17p13.2	50488
RN7SL171P	-5377	17p13.2	RN7SL171P
RN7SL784P	-5378	17p13.2	106481134
CHRNE	1145	17p13.2	1145
C17orf107	100130311	17p13.2	100130311
GP1BA	2811	17p13.2	2811
SLC25A11	8402	17p13.2	8402
RNF167	26001	17p13.2	26001
ENO3	2027	17p13.2	2027
PFN1	5216	17p13.2	5216
SPAG7	9552	17p13.2	9552
CAMTA2	23125	17p13.2	23125
INCA1	388324	17p13.2	388324
KIF1C	10749	17p13.2	10749
SLC52A1	55065	17p13.2	55065
ZFP3	124961	17p13.2	124961
USP6	9098	17p13.2	9098
ZNF232	7775	17p13.2	7775
ZNF594	84622	17p13.2	84622
SCIMP	388325	17p13.2	388325
RABEP1	9135	17p13.2	9135
NUP88	4927	17p13.2	4927
RPAIN	84268	17p13.2	84268
C1QBP	708	17p13.2	708
DHX33	56919	17p13.2	56919
DERL2	-5379	17p13.2	51009
MIS12	79003	17p13.2	79003
NLRP1	22861	17p13.2	22861
WSCD1	23302	17p13.2	23302
AIPL1	23746	17p13.2	23746
FAM64A	54478	17p13.2	54478
ACKR6	83394	17p13.2	ACKR6
KIAA0753	9851	17p13.2	9851
RNA5SP435	-5380	17p13.1	106479013
MED31	51003	17p13.1	51003
TXNDC17	84817	17p13.1	84817
C17orf100	-5381	17p13.1	388327
MIR4520B	100616401	17p13.1	MIR4520B
SLC13A5	284111	17p13.1	284111
XAF1	54739	17p13.1	54739
FBXO39	162517	17p13.1	162517
TEKT1	-5382	17p13.1	83659
ALOX12P2	-5383	17p13.1	245
ALOX12	239	17p13.1	239
C17orf49	124944	17p13.1	124944
MIR497HG	574456	17p13.1	100506755
RNASEK	440400	17p13.1	440400
BCL6B	255877	17p13.1	255877
SLC16A11	162515	17p13.1	162515
SLC16A13	201232	17p13.1	201232
CLEC10A	10462	17p13.1	10462
ASGR2	433	17p13.1	433
ASGR1	432	17p13.1	432
DLG4	1742	17p13.1	1742
ACADVL	37	17p13.1	37
DVL2	1856	17p13.1	1856
MIR324	442898	17p13.1	442898
PHF23	79142	17p13.1	79142
GABARAP	-5384	17p13.1	11337
CTDNEP1	23399	17p13.1	23399
ELP5	23587	17p13.1	23587
CLDN7	1366	17p13.1	1366
SLC2A4	6517	17p13.1	6517
YBX2	51087	17p13.1	51087
EIF5A	1984	17p13.1	1984
GPS2	2874	17p13.1	2874
NEURL4	84461	17p13.1	84461
ACAP1	9744	17p13.1	9744
KCTD11	147040	17p13.1	147040
TMEM95	339168	17p13.1	339168
TNK1	8711	17p13.1	8711
PLSCR3	57048	17p13.1	57048
NLGN2	57555	17p13.1	57555
TMEM256	254863	17p13.1	254863
SPEM1	374768	17p13.1	374768
C17orf74	201243	17p13.1	201243
FGF11	2256	17p13.1	2256
TMEM102	284114	17p13.1	284114
CHRNB1	1140	17p13.1	1140
ZBTB4	57659	17p13.1	57659
SLC35G6	-5385	17p13.1	643664
POLR2A	5430	17p13.1	5430
TNFSF12	407977	17p13.1	8742
SENP3	26168	17p13.1	26168
TNFSF13	8741	17p13.1	8741
EIF4A1	1973	17p13.1	1973
SNORA48|ENSG00000209582.1	-5387	17p13.1	SNORA48|ENSG00000209582.1
SNORA67|ENSG00000264772.2	-5386	17p13.1	SNORA67|ENSG00000264772.2
SNORD10	-5388	17p13.1	652966
CD68	968	17p13.1	968
FXR2	9513	17p13.1	9513
MPDU1	9526	17p13.1	9526
SOX15	6665	17p13.1	6665
SHBG	6462	17p13.1	6462
snoU13|ENSG00000251860.1	-5389	17p13.1	snoU13|ENSG00000251860.1
SAT2	112483	17p13.1	112483
ATP1B2	482	17p13.1	482
TP53	7157	17p13.1	7157
WRAP53	55135	17p13.1	55135
EFNB3	1949	17p13.1	1949
DNAH2	146754	17p13.1	146754
RPL29P2	-5390	17p13.1	118432
KDM6B	23135	17p13.1	23135
CYB5D1	124637	17p13.1	124637
LSMD1	84316	17p13.1	LSMD1
TMEM88	92162	17p13.1	92162
CHD3	1107	17p13.1	1107
SCARNA21|ENSG00000252835.1	-5391	17p13.1	SCARNA21|ENSG00000252835.1
KCNAB3	9196	17p13.1	9196
CNTROB	116840	17p13.1	116840
TRAPPC1	58485	17p13.1	58485
GUCY2D	3000	17p13.1	3000
snoU13|ENSG00000238676.1	-5392	17p13.1	snoU13|ENSG00000238676.1
ALOX15B	247	17p13.1	247
ALOX12B	242	17p13.1	242
MIR4314	100422983	17p13.1	100422983
ALOXE3	59344	17p13.1	59344
HES7	84667	17p13.1	84667
PER1	5187	17p13.1	5187
VAMP2	6844	17p13.1	6844
SNORD118	-5394	17p13.1	727676
TMEM107	-5393	17p13.1	84314
C17orf59	54785	17p13.1	C17orf59
MIR3676	-5395	17p13.1	NA
AURKB	9212	17p13.1	9212
LINC00324	284029	17p13.1	284029
CTC1	-5396	17p13.1	80169
PFAS	5198	17p13.1	5198
SLC25A35	399512	17p13.1	399512
RANGRF	29098	17p13.1	29098
ARHGEF15	22899	17p13.1	22899
SNORA69|ENSG00000212206.1	-5397	17p13.1	SNORA69|ENSG00000212206.1
ODF4	146852	17p13.1	146852
KRBA2	124751	17p13.1	124751
RPL26	6154	17p13.1	6154
RNF222	643904	17p13.1	643904
NDEL1	81565	17p13.1	81565
MYH10	4628	17p13.1	4628
RN7SL129P	-5398	17p13.1	RN7SL129P
CCDC42	146849	17p13.1	146849
SPDYE4	388333	17p13.1	388333
MFSD6L	162387	17p13.1	162387
PIK3R6	146850	17p13.1	146850
PIK3R5	23533	17p13.1	23533
NTN1	9423	17p13.1	9423
STX8	-5399	17p13.1	9482
WDR16	146845	17p13.1	WDR16
USP43	124739	17p13.1	124739
DHRS7C	201140	17p13.1	201140
GLP2R	-5400	17p13.1	9340
RCVRN	-5401	17p13.1	5957
GAS7	8522	17p13.1	8522
MYH13	8735	17p13.1	8735
MYH8	4626	17p13.1	4626
MYH4	4622	17p13.1	4622
MYH1	4619	17p13.1	4619
MYH2	4620	17p13.1	4620
MYH3	4621	17p13.1	4621
SCO1	6341	17p13.1	6341
ADPRM	-5402	17p13.1	56985
TMEM220	388335	17p13.1	388335
MAGOH2	-5403	17p13.1	MAGOH2
LINC00675	-5404	17p13.1	100289255
PIRT	644139	17p12	644139
RN7SL601P	-5405	17p12	106480520
SHISA6	388336	17p12	388336
DNAH9	1770	17p12	1770
ZNF18	7566	17p12	7566
RPL21P122	-5406	17p12	100271447
MAP2K4	6416	17p12	6416
MIR744	-5407	17p12	100126313
LINC00670	284034	17p12	284034
MYOCD	93649	17p12	93649
ARHGAP44	9912	17p12	9912
MIR1269B	100616494	17p12	100616494
RN7SL550P	-5408	17p12	RN7SL550P
ELAC2	60528	17p12	60528
HS3ST3A1	9955	17p12	9955
MIR548H3	-5409	17p12	100302287
COX10	1352	17p12	1352
SNORA74|ENSG00000252305.1	-5410	17p12	SNORA74|ENSG00000252305.1
CDRT15	-5411	17p12	146822
CDRT1	374286	17p12	374286
CDRT4	284040	17p12	284040
CDRT7	-5413	17p12	94150
CDRT8	-5414	17p12	94151
HS3ST3B1	-5412	17p12	9953
MIR4731	-5416	17p12	100616125
PMP22	5376	17p12	5376
RN7SL792P	-5417	17p12	106479509
SNORA74|ENSG00000252129.1	-5419	17p12	SNORA74|ENSG00000252129.1
TEKT3	64518	17p12	64518
TRIM16	10626	17p12	10626
TVP23C	201158	17p12	201158
snoU13|ENSG00000238806.1	-5415	17p12	snoU13|ENSG00000238806.1
TBC1D26	353149	17p12	353149
ZNF286A	57335	17p12	57335
RNA5SP436	-5421	17p12	100873685
ADORA2B	136	17p12	136
ZSWIM7	125150	17p12	125150
TTC19	54902	17p12	54902
NCOR1	9611	17p12	9611
RN7SL442P	-5422	17p11.2	106481043
PIGL	9487	17p11.2	9487
MIR1288	-5423	17p11.2	100302124
CENPV	201161	17p11.2	201161
UBB	7314	17p11.2	7314
TRPV2	51393	17p11.2	51393
FAM211A	388341	17p11.2	FAM211A
ZNF287	-5424	17p11.2	57336
ZNF624	57547	17p11.2	57547
CCDC144A	9720	17p11.2	9720
RN7SL620P	-5425	17p11.2	106479448
KRT16P2	-5427	17p11.2	400578
KRT17P1	-5428	17p11.2	147228
USP32P1	-5426	17p11.2	162632
TBC1D27	-5429	17p11.2	96597
TNFRSF13B	23495	17p11.2	23495
MPRIP	23164	17p11.2	23164
RN7SL775P	-5430	17p11.2	106481859
PLD6	201164	17p11.2	201164
FLCN	201163	17p11.2	201163
COPS3	8533	17p11.2	8533
NT5M	56953	17p11.2	56953
MED9	55090	17p11.2	55090
RASD1	51655	17p11.2	51655
PEMT	10400	17p11.2	10400
SMCR2	-5431	17p11.2	105371564
RAI1	10743	17p11.2	10743
SMCR5	-5432	17p11.2	140771
MIR33B	-5433	17p11.2	693120
SREBF1	6720	17p11.2	6720
TOM1L2	146691	17p11.2	146691
LRRC48	83450	17p11.2	LRRC48
ATPAF2	91647	17p11.2	91647
GID4	79018	17p11.2	79018
DRG2	1819	17p11.2	1819
MYO15A	51168	17p11.2	51168
snoU13|ENSG00000238691.1	-5434	17p11.2	snoU13|ENSG00000238691.1
ALKBH5	54890	17p11.2	54890
LLGL1	3996	17p11.2	3996
FLII	2314	17p11.2	2314
SMCR7	125170	17p11.2	SMCR7
TOP3A	7156	17p11.2	7156
SMCR8	-5435	17p11.2	140775
SHMT1	6470	17p11.2	6470
EVPLL	645027	17p11.2	645027
CCDC144B	284047	17p11.2	284047
FAM106A	80039	17p11.2	80039
KRT16P1	-5437	17p11.2	729252
KRT17P2	-5436	17p11.2	339241
LGALS9C	654346	17p11.2	654346
RN7SL639P	-5438	17p11.2	RN7SL639P
TBC1D28	-5439	17p11.2	254272
USP32P2	220594	17p11.2	220594
ZNF286B	-5440	17p11.2	729288
TRIM16L	147166	17p11.2	147166
FBXW10	10517	17p11.2	10517
TVP23B	51030	17p11.2	51030
PRPSAP2	5636	17p11.2	5636
RN7SL627P	-5441	17p11.2	106481093
SLC5A10	125206	17p11.2	125206
EPN2	22905	17p11.2	22905
FAM83G	-5442	17p11.2	644815
GRAPL	-5445	17p11.2	400581
GRAP	-5443	17p11.2	10750
SNORD3A	-5446	17p11.2	780851
SNORD3C	-5447	17p11.2	780853
SNORD3D	-5444	17p11.2	780854
B9D1	27077	17p11.2	27077
MIR1180	-5448	17p11.2	100302256
MAPK7	5598	17p11.2	5598
MFAP4	4239	17p11.2	4239
RNF112	7732	17p11.2	7732
SLC47A1	55244	17p11.2	55244
SNORA59B	-5449	17p11.2	677882
ALDH3A2	224	17p11.2	224
SNORA31|ENSG00000252349.1	-5450	17p11.2	SNORA31|ENSG00000252349.1
SLC47A2	146802	17p11.2	146802
ALDH3A1	218	17p11.2	218
ULK2	9706	17p11.2	9706
AKAP10	11216	17p11.2	11216
SPECC1	92521	17p11.2	92521
CCDC144CP	-5451	17p11.2	348254
RN7SL17P	-5453	17p11.2	RN7SL17P
U6|ENSG00000266839.2	-5452	17p11.2	U6|ENSG00000266839.2
UPF3AP2	-5454	17p11.2	147150
USP32P3	-5455	17p11.2	347716
KRT16P3	-5457	17p11.2	644945
LGALS9B	284194	17p11.2	284194
NOS2P3	-5456	17p11.2	339256
CDRT15L2	256223	17p11.2	256223
CCDC144NL	339184	17p11.2	339184
USP22	23326	17p11.2	23326
DHRS7B	25979	17p11.2	25979
TMEM11	-5458	17p11.2	8834
RN7SL426P	-5459	17p11.2	106481842
C17orf103	256302	17p11.2	C17orf103
MAP2K3	5606	17p11.2	5606
KCNJ12	3768	17p11.2	3768
C17orf51	339263	17p11.2	339263
FAM27L	284123	17p11.2	FAM27L
MTND1P15	-5461	17p11.2	100288998
MTRNR2L1	100462977	17p11.2	100462977
UBBP4	-5460	17p11.2	23666
MIR4522	100616277	17q11.1	100616277
WSB1	26118	17q11.1	26118
TBC1D3P5	-5462	17q11.1	440419
KSR1	-5463	17q11.1	8844
LGALS9	-5464	17q11.2	3965
RN7SL576P	-5465	17q11.2	RN7SL576P
NOS2	4843	17q11.2	4843
LYRM9	201229	17q11.2	201229
SCARNA20|ENSG00000251818.1	-5466	17q11.2	SCARNA20|ENSG00000251818.1
SNORA70|ENSG00000202389.1	-5467	17q11.2	SNORA70|ENSG00000202389.1
NLK	51701	17q11.2	51701
Vault|ENSG00000252283.1	-5468	17q11.2	Vault|ENSG00000252283.1
PYY2	23615	17q11.2	23615
PPY2	23614	17q11.2	PPY2
KRT18P55	284085	17q11.2	284085
TMEM97	27346	17q11.2	27346
IFT20	90410	17q11.2	90410
TNFAIP1	7126	17q11.2	7126
POLDIP2	26073	17q11.2	26073
TMEM199	-5469	17q11.2	147007
MIR4723	-5470	17q11.2	100616388
SARM1	23098	17q11.2	23098
SEBOX	-5471	17q11.2	645832
VTN	-5472	17q11.2	7448
SLC46A1	113235	17q11.2	113235
SLC13A2	9058	17q11.2	9058
FOXN1	8456	17q11.2	8456
UNC119	9094	17q11.2	9094
PIGS	94005	17q11.2	94005
ALDOC	230	17q11.2	230
SPAG5	10615	17q11.2	10615
KIAA0100	9703	17q11.2	9703
SGK494	-5473	17q11.2	SGK494
SDF2	6388	17q11.2	6388
SUPT6H	6830	17q11.2	6830
PROCA1	147011	17q11.2	147011
RAB34	83871	17q11.2	83871
RPL23A	-5474	17q11.2	6147
SNORD42B	-5475	17q11.2	26808
SNORD42A	-5477	17q11.2	26809
SNORD4A	-5476	17q11.2	26773
SNORD4B	-5478	17q11.2	26772
TLCD1	116238	17q11.2	116238
NEK8	-5479	17q11.2	284086
TRAF4	9618	17q11.2	9618
FAM222B	55731	17q11.2	55731
ERAL1	26284	17q11.2	26284
MIR4732	100616385	17q11.2	100616385
FLOT2	2319	17q11.2	2319
DHRS13	147015	17q11.2	147015
PHF12	57649	17q11.2	57649
PIPOX	51268	17q11.2	51268
SEZ6	124925	17q11.2	124925
MYO18A	399687	17q11.2	399687
TIAF1	-5480	17q11.2	9220
CRYBA1	1411	17q11.2	1411
NUFIP2	57532	17q11.2	57532
MIR4523	-5481	17q11.2	100616122
TAOK1	57551	17q11.2	57551
ABHD15	116236	17q11.2	116236
GIT1	28964	17q11.2	28964
TP53I13	90313	17q11.2	90313
ANKRD13B	124930	17q11.2	124930
CORO6	84940	17q11.2	84940
SSH2	85464	17q11.2	85464
SNORA70|ENSG00000252657.1	-5482	17q11.2	SNORA70|ENSG00000252657.1
snoU13|ENSG00000239129.1	-5483	17q11.2	snoU13|ENSG00000239129.1
EFCAB5	374786	17q11.2	374786
RNY4P13	-5484	17q11.2	100379296
MIR3184	-5486	17q11.2	100423003
MIR423	-5487	17q11.2	494335
NSRP1	84081	17q11.2	84081
SLC6A4	6532	17q11.2	6532
BLMH	642	17q11.2	642
SNORD63|ENSG00000252112.1	-5488	17q11.2	SNORD63|ENSG00000252112.1
TMIGD1	388364	17q11.2	388364
CPD	1362	17q11.2	1362
GOSR1	9527	17q11.2	9527
TBC1D29	26083	17q11.2	26083
SMURF2P1	-5489	17q11.2	107133516
ATAD5	79915	17q11.2	79915
CRLF3	51379	17q11.2	51379
LRRC37BP1	-5490	17q11.2	147172
RN7SL316P	-5491	17q11.2	106479337
SUZ12P	-5492	17q11.2	SUZ12P
TEFM	-5493	17q11.2	79736
ADAP2	55803	17q11.2	55803
RN7SL138P	-5494	17q11.2	106480489
RNF135	84282	17q11.2	84282
MIR4733	100616266	17q11.2	100616266
NF1	4763	17q11.2	4763
OMG	4974	17q11.2	4974
EVI2B	2124	17q11.2	2124
EVI2A	-5495	17q11.2	2123
RAB11FIP4	84440	17q11.2	84440
RN7SL79P	-5496	17q11.2	106480943
RN7SL45P	-5497	17q11.2	106481975
MIR4724	100616248	17q11.2	100616248
MIR193A	406968	17q11.2	406968
RNU6ATAC7P	-5498	17q11.2	106479546
MIR365B	100126356	17q11.2	100126356
MIR4725	100616449	17q11.2	100616449
COPRS	55352	17q11.2	55352
UTP6	-5499	17q11.2	55813
SUZ12	23512	17q11.2	23512
RNA5SP437	-5500	17q11.2	100873686
LRRC37B	114659	17q11.2	114659
SH3GL1P1	-5501	17q11.2	6458
RHOT1	55288	17q11.2	55288
RHBDL3	162494	17q11.2	162494
C17orf75	-5502	17q11.2	64149
MIR632	693217	17q11.2	693217
ZNF207	7756	17q11.2	7756
PSMD11	5717	17q11.2	5717
CDK5R1	8851	17q11.2	8851
MYO1D	4642	17q11.2	4642
TMEM98	26022	17q11.2	26022
SPACA3	124912	17q11.2	124912
ASIC2	40	17q11.2	40
C17orf102	400591	17q12	400591
CCL11	6356	17q12	6356
CCL13	6357	17q12	6357
CCL1	6346	17q12	6346
CCL2	6347	17q12	6347
CCL7	6354	17q12	6354
CCL8	6355	17q12	6355
RNA5SP438	-5503	17q12	100873687
TMEM132E	124842	17q12	124842
CCT6B	10693	17q12	10693
ZNF830	91603	17q12	91603
LIG3	3980	17q12	3980
RFFL	117584	17q12	117584
snoU13|ENSG00000238858.1	-5504	17q12	snoU13|ENSG00000238858.1
RAD51D	5892	17q12	5892
Vault|ENSG00000252328.1	-5505	17q12	Vault|ENSG00000252328.1
FNDC8	54752	17q12	54752
NLE1	54475	17q12	54475
UNC45B	146862	17q12	146862
SLC35G3	146861	17q12	146861
SLFN5	-5506	17q12	162394
SLFN11	91607	17q12	91607
SLFN12	55106	17q12	55106
SLFN13	146857	17q12	146857
SLFN12L	-5507	17q12	100506736
SLFN14	342618	17q12	342618
AP2B1	163	17q12	163
PEX12	5193	17q12	5193
SNORD7	-5508	17q12	692076
RASL10B	91608	17q12	91608
GAS2L2	246176	17q12	246176
MMP28	79148	17q12	79148
C17orf50	146853	17q12	146853
TAF15	8148	17q12	8148
C17orf66	256957	17q12	C17orf66
CCL5	6352	17q12	6352
RN7SKP274	-5509	17q12	RN7SKP274
RDM1	201299	17q12	201299
LYZL6	57151	17q12	57151
CCL16	6360	17q12	6360
CCL14	6358	17q12	6358
CCL15	6359	17q12	6359
CCL23	6368	17q12	6368
CCL18	-5510	17q12	6362
CCL3L1	6349	17q12	6349
CCL3L3	414062	17q12	414062
CCL3	6348	17q12	6348
CCL4L1	9560	17q12	388372
CCL4L2	-5513	17q12	9560
CCL4	-5511	17q12	6351
GGNBP2	79893	17q12	79893
MYO19	80179	17q12	80179
PIGW	284098	17q12	284098
RN7SL301P	-5512	17q12	106480499
RNA5SP439	-5514	17q12	106479014
TBC1D3B	414059	17q12	414059
TBC1D3C	414060	17q12	414060
TBC1D3G	654341	17q12	101060321
TBC1D3H	729877	17q12	729877
ZNHIT3	9326	17q12	9326
DHRS11	79154	17q12	79154
MRM1	79922	17q12	79922
LHX1	3975	17q12	3975
AATF	26574	17q12	26574
MIR2909	-5515	17q12	100422969
ACACA	31	17q12	31
HMGB1P24	-5516	17q12	100420063
C17orf78	284099	17q12	284099
TADA2A	6871	17q12	6871
DUSP14	11072	17q12	11072
SYNRG	11276	17q12	11276
DDX52	11056	17q12	11056
HNF1B	6928	17q12	6928
TBC1D3F	84218	17q12	84218
TBC1D3	729873	17q12	729873
MRPL45	84311	17q12	84311
GPR179	440435	17q12	440435
SOCS7	-5517	17q12	30837
RN7SL458P	-5518	17q12	RN7SL458P
ARHGAP23	57636	17q12	57636
SRCIN1	80725	17q12	80725
RN7SL102P	-5519	17q12	RN7SL102P
C17orf96	100170841	17q12	100170841
MIR4734	100616203	17q12	100616203
MLLT6	4302	17q12	4302
CISD3	-5521	17q12	284106
MIR4726	-5520	17q12	100616153
RNA5SP440	-5522	17q12	100873688
PCGF2	7703	17q12	7703
PSMB3	5691	17q12	5691
PIP4K2B	8396	17q12	8396
CWC25	54883	17q12	54883
MIR4727	100616416	17q12	100616416
C17orf98	388381	17q12	388381
RPL23	-5523	17q12	9349
SNORA21|ENSG00000199293.1	-5525	17q12	SNORA21|ENSG00000199293.1
SNORA21|ENSG00000252699.1	-5524	17q12	SNORA21|ENSG00000252699.1
LASP1	3927	17q12	3927
LINC00672	-5526	17q12	100505576
FBXO47	494188	17q12	494188
LRRC37A11P	342666	17q12	342666
PLXDC1	57125	17q12	57125
ARL5C	-5527	17q12	390790
CACNB1	782	17q12	782
RPL19	6143	17q12	6143
STAC2	342667	17q12	342667
FBXL20	84961	17q12	84961
MED1	5469	17q12	5469
CDK12	51755	17q12	51755
NEUROD2	-5528	17q12	4761
PPP1R1B	84152	17q12	84152
STARD3	10948	17q12	10948
TCAP	-5529	17q12	8557
PNMT	-5530	17q12	5409
PGAP3	93210	17q12	93210
ERBB2	2064	17q12	2064
MIR4728	-5531	17q12	100616132
MIEN1	84299	17q12	84299
GRB7	2886	17q12	2886
IKZF3	-5532	17q12	22806
ZPBP2	124626	17q12	124626
GSDMB	55876	17q12	55876
ORMDL3	94103	17q12	94103
LRRC3C	100505591	17q12	100505591
GSDMA	284110	17q21.1	284110
PSMD3	5709	17q21.1	5709
CSF3	1440	17q21.1	1440
MED24	9862	17q21.1	9862
SNORD124	-5533	17q21.1	101340251
THRA	7067	17q21.1	7067
NR1D1	9572	17q21.1	9572
MSL1	339287	17q21.1	339287
CASC3	22794	17q21.1	22794
RAPGEFL1	51195	17q21.1	51195
WIPF2	147179	17q21.1	147179
RNY4P8	-5534	17q21.1	100379295
CDC6	990	17q21.2	990
RARA	-5535	17q21.2	5914
GJD3	-5536	17q21.2	125111
RNA5SP441	-5537	17q21.2	100873689
TOP2A	7153	17q21.2	7153
IGFBP4	3487	17q21.2	3487
TNS4	84951	17q21.2	84951
CCR7	1236	17q21.2	1236
KRT222	-5538	17q21.2	125113
SMARCE1	6605	17q21.2	6605
KRT24	192666	17q21.2	192666
KRT223P	-5540	17q21.2	643115
KRT25	147183	17q21.2	147183
KRT26	353288	17q21.2	353288
KRT27	342574	17q21.2	342574
KRT28	162605	17q21.2	162605
KRT10	3858	17q21.2	3858
TMEM99	147184	17q21.2	147184
KRT12	3859	17q21.2	3859
KRT20	54474	17q21.2	54474
KRT23	25984	17q21.2	25984
KRT39	390792	17q21.2	390792
KRT40	125115	17q21.2	125115
KRT33A	3883	17q21.2	3883
KRT33B	3884	17q21.2	3884
KRT31	3881	17q21.2	3881
KRT34	3885	17q21.2	3885
KRT37	8688	17q21.2	8688
KRT38	8687	17q21.2	8687
KRT32	3882	17q21.2	3882
KRT35	3886	17q21.2	3886
KRT36	8689	17q21.2	8689
KRT13	3860	17q21.2	3860
KRT15	3866	17q21.2	3866
KRT19	3880	17q21.2	3880
LINC00974	-5541	17q21.2	147093
KRT9	3857	17q21.2	3857
KRT14	3861	17q21.2	3861
KRT16	3868	17q21.2	3868
JUP	3728	17q21.2	3728
KRT17	3872	17q21.2	3872
KRT42P	-5542	17q21.2	284116
EIF1	-5543	17q21.2	10209
GAST	2520	17q21.2	2520
HAP1	9001	17q21.2	9001
RNA5SP442	-5544	17q21.2	106480768
RN7SL399P	-5545	17q21.2	106479370
LEPREL4	10609	17q21.2	LEPREL4
FKBP10	60681	17q21.2	60681
NT5C3B	115024	17q21.2	115024
KLHL10	317719	17q21.2	317719
RN7SL871P	-5546	17q21.2	RN7SL871P
KLHL11	55175	17q21.2	55175
ACLY	47	17q21.2	47
TTC25	-5547	17q21.2	83538
CNP	1267	17q21.2	1267
DNAJC7	7266	17q21.2	7266
NKIRAS2	28511	17q21.2	28511
ZNF385C	-5548	17q21.2	201181
DHX58	79132	17q21.2	79132
KAT2A	2648	17q21.2	2648
HSPB9	94086	17q21.2	94086
RAB5C	5878	17q21.2	5878
KCNH4	23415	17q21.2	23415
HCRT	3060	17q21.2	3060
GHDC	84514	17q21.2	84514
STAT5B	6777	17q21.2	6777
STAT5A	6776	17q21.2	6776
STAT3	6774	17q21.2	6774
PTRF	284119	17q21.2	284119
ATP6V0A1	535	17q21.2	535
MIR548AT	-5549	17q21.2	100847030
MIR5010	-5550	17q21.2	100847046
NAGLU	4669	17q21.2	4669
HSD17B1	-5551	17q21.2	3292
COASY	80347	17q21.2	80347
