Approved symbol	Chromosome	NCBI Gene ID	Ensembl gene ID
RNU6-411P	6q13	106479747	ENSG00000207180
RNU6-412P	4p12	106481308	ENSG00000252243
RNU6-413P	10p12.2	106479748	ENSG00000206842
RNU6-414P	1p31.3	106479749	ENSG00000200575
RNU6-415P	15q25.1	106481309	ENSG00000252061
RNU6-416P	16p11.2	106480579	ENSG00000252074
RNU6-417P	7q11.21	106479750	ENSG00000207443
RNU6-418P	1q32.1	106481310	ENSG00000206762
RNU6-419P	14q24.2	106479751	ENSG00000252839
RNU6-420P	4p15.2	106481769	ENSG00000239001
RNU6-421P	Xp11.23	106481311	ENSG00000201341
RNU6-422P	10q24.31	106480580	ENSG00000207362
RNU6-424P	1p35.3	106479753	ENSG00000207095
RNU6-425P	3q23	106481312	ENSG00000206604
RNU6-426P	21q21.1	106479754	ENSG00000252273
RNU6-428P	3q24	106481894	ENSG00000199812
RNU6-429P	5p15.2	106479755	ENSG00000207312
RNU6-430P	16q24.3	106479756	ENSG00000252887
RNU6-431P	4q25	106481314	ENSG00000206601
RNU6-432P	9q31.3	106479757	ENSG00000206923
RNU6-433P	2p16.1	106481315	ENSG00000200086
RNU6-434P	Xp11.22	106480581	ENSG00000207104
RNU6-435P	18q11.2	106479758	ENSG00000206766
RNU6-436P	2q24.1	106481316	ENSG00000251980
RNU6-437P	6q21	106479759	ENSG00000238420
RNU6-438P	7p14.3	106479760	ENSG00000202431
RNU6-439P	2p16.3	106481317	ENSG00000206915
RNU6-440P	2q33.1	106481895	ENSG00000212184
RNU6-441P	10q23.1	106480392	ENSG00000207275
RNU6-442P	8q24.13	106479761	ENSG00000206695
RNU6-443P	18q12.3	106481318	
RNU6-444P	6q15	106479762	ENSG00000206715
RNU6-445P	9q21.13	106479763	ENSG00000252758
RNU6-446P	17q23.2	106481319	ENSG00000199697
RNU6-447P	11p15.5	106481320	ENSG00000222225
RNU6-448P	5q14.3	106479764	ENSG00000252861
RNU6-449P	15q21.3	106481896	ENSG00000206641
RNU6-450P	17q23.1	106481321	ENSG00000201524
RNU6-451P	2q37.1	106479765	ENSG00000199791
RNU6-452P	10p12.1	106481322	ENSG00000207135
RNU6-453P	17q21.31	106479766	ENSG00000252628
RNU6-454P	3p25.1	106480582	ENSG00000201162
RNU6-455P	14q12	106479767	ENSG00000207412
RNU6-456P	5q31.1	106481323	ENSG00000207222
RNU6-457P	16p13.3	106479768	ENSG00000200869
RNU6-458P	14q11.2	106481324	ENSG00000206906
RNU6-460P	5q31.2	106479769	ENSG00000212460
RNU6-461P	3q12.3	106481897	ENSG00000201065
RNU6-462P	4q24	106479770	ENSG00000199529
RNU6-463P	10q25.1	106481325	ENSG00000207068
RNU6-464P	6p12.1	106479771	ENSG00000253026
RNU6-465P	1p11.2	106481326	ENSG00000207149
RNU6-466P	15q13.3	106481770	ENSG00000212526
RNU6-467P	17p11.2	106479772	ENSG00000276577
RNU6-468P	17p11.2	106865374	ENSG00000206730
RNU6-469P	4q21.23	106481327	ENSG00000252062
RNU6-470P	17q21.31	106479773	ENSG00000251763
RNU6-471P	6p22.1	106479774	ENSG00000206671
RNU6-472P	12p11.1	106481328	ENSG00000207026
RNU6-473P	2q21.1	106479775	ENSG00000251973
RNU6-474P	2q33.2	106481329	ENSG00000206970
RNU6-475P	6q22.1	106479776	ENSG00000251882
RNU6-476P	22q13.2	106479777	ENSG00000207457
RNU6-477P	5q35.1	106481330	ENSG00000206614
RNU6-478P	10q23.1	106479778	ENSG00000200774
RNU6-479P	4q35.1	106481331	ENSG00000252157
RNU6-480P	5q11.1	106480583	ENSG00000207060
RNU6-481P	1q23.3	106479779	ENSG00000206921
RNU6-482P	5q22.2	106481332	ENSG00000212370
RNU6-483P	3p14.3	106479780	ENSG00000206815
RNU6-484P	5p13.2	106479781	ENSG00000206743
RNU6-485P	12p13.31	106481333	ENSG00000200345
RNU6-486P	3q26.33	106481898	ENSG00000199986
RNU6-487P	1q32.1	106480393	ENSG00000202300
RNU6-488P	3q11.1	106479782	ENSG00000251727
RNU6-489P	17q12	106481334	ENSG00000277341
RNU6-490P	10p12.1	106479783	ENSG00000199855
RNU6-491P	12p13.1	106479784	ENSG00000251908
RNU6-492P	9q31.2	106481335	ENSG00000199905
RNU6-493P	Xq21.1	106481336	ENSG00000212623
RNU6-494P	12p11.21	106479785	ENSG00000253063
RNU6-495P	22q13.2	106481337	ENSG00000199865
RNU6-496P	Xq23	106480584	ENSG00000251954
RNU6-497P	20q13.12	106479786	ENSG00000202186
RNU6-498P	15q11.2	106481338	ENSG00000238478
RNU6-499P	4q21.22	106479787	ENSG00000202485
RNU6-500P	5q35.1	106479788	ENSG00000199219
RNU6-501P	1q32.1	106481339	ENSG00000200942
RNU6-502P	6p22.2	106481899	ENSG00000199289
RNU6-503P	1p31.1	106479789	ENSG00000252338
RNU6-504P	Xp11.22	106481340	ENSG00000252377
RNU6-505P	3q24	106479790	ENSG00000207156
RNU6-506P	4q31.1	106479791	ENSG00000252362
RNU6-507P	3q25.1	106481341	ENSG00000251854
RNU6-508P	2p16.1	106480585	ENSG00000200101
RNU6-509P	3q23	106479792	ENSG00000200389
RNU6-510P	1p34.3	106481342	ENSG00000212541
RNU6-511P	3q11.1	106479793	ENSG00000200366
RNU6-512P	2q21.3	106480394	ENSG00000201308
RNU6-513P	22q13.2	106481343	ENSG00000251913
RNU6-514P	1p36.12	106480586	ENSG00000206935
RNU6-516P	15q15.1	106479794	ENSG00000223313
RNU6-517P	7q31.31	106479795	ENSG00000207090
RNU6-518P	17q22	106481344	ENSG00000251865
RNU6-519P	8q11.21	106479796	ENSG00000222522
RNU6-520P	4q13.3	106481345	ENSG00000207448
RNU6-521P	Yp11.2	106481900	ENSG00000252472
RNU6-522P	6p22.3	106479797	ENSG00000201367
RNU6-523P	Xp11.3	106479798	ENSG00000252113
RNU6-524P	5q15	106481346	ENSG00000206997
RNU6-525P	5q35.3	106479799	ENSG00000200555
RNU6-526P	8p23.1	106481347	ENSG00000201815
RNU6-527P	6q21	106480587	ENSG00000200295
RNU6-528P	8p12	106479800	ENSG00000252735
RNU6-529P	10q23.2	106481348	ENSG00000200253
RNU6-530P	7q21.11	106479801	ENSG00000212482
RNU6-531P	4q31.1	106479802	ENSG00000252503
RNU6-532P	7q21.3	106481349	ENSG00000207045
RNU6-533P	8p12	106481901	ENSG00000206871
RNU6-534P	7p21.3	106481978	ENSG00000201747
RNU6-535P	10p14	106479803	ENSG00000207453
RNU6-536P	1p34.2	106481350	ENSG00000200254
RNU6-537P	1p36.22	106479804	ENSG00000253086
RNU6-538P	9p12	106479805	ENSG00000275030
RNU6-539P	14q21.3	106481351	ENSG00000252474
RNU6-540P	5q12.3	106479806	ENSG00000207352
RNU6-541P	14q12	106481352	ENSG00000207440
RNU6-542P	2p13.1	106480588	ENSG00000252214
RNU6-543P	10q21.3	106479807	ENSG00000199446
RNU6-544P	11q14.1	106481353	ENSG00000200146
RNU6-545P	12p13.2	106479808	ENSG00000199551
RNU6-546P	2q24.1	106479809	ENSG00000206718
RNU6-547P	3q26.31	106481902	ENSG00000252082
RNU6-548P	2p14	106481354	ENSG00000252892
RNU6-549P	15q22.31	106479810	ENSG00000207162
RNU6-550P	4q27	106481355	ENSG00000212359
RNU6-551P	4q25	106479811	ENSG00000252470
RNU6-552P	14q21.2	106481356	ENSG00000199739
RNU6-553P	4q24	106480589	ENSG00000200917
RNU6-554P	15q15.3	106479812	ENSG00000222398
RNU6-555P	Xq21.31	106479813	ENSG00000207515
RNU6-556P	5q33.3	106481357	ENSG00000199468
RNU6-557P	3p13	106479814	ENSG00000252651
RNU6-558P	12q24.22	106481358	ENSG00000201382
RNU6-559P	9p22.3	106481771	ENSG00000251960
RNU6-560P	11q14.2	106480590	ENSG00000200877
RNU6-561P	2p12	106479815	ENSG00000252031
RNU6-562P	Xq13.3	106479816	ENSG00000199601
RNU6-563P	20q13.12	106481359	ENSG00000201742
RNU6-564P	22q12.2	106479817	ENSG00000222915
RNU6-565P	7p14.1	106481360	ENSG00000222869
RNU6-566P	2p21	106481903	ENSG00000252599
RNU6-567P	18q21.32	106479818	ENSG00000252555
RNU6-570P	1q32.1	106481361	ENSG00000252860
RNU6-571P	10q22.1	106479819	ENSG00000206855
RNU6-572P	5q31.2	106481362	ENSG00000252533
RNU6-573P	4p15.1	106480591	ENSG00000206665
RNU6-574P	12q13.13	106479820	ENSG00000206992
RNU6-575P	7p14.1	106481363	ENSG00000223258
RNU6-576P	10p15.3	106479821	ENSG00000212156
RNU6-577P	2p22.2	106479822	ENSG00000252756
RNU6-578P	4p15.33	106481904	ENSG00000212282
RNU6-579P	2q21.2	106481364	ENSG00000252688
RNU6-580P	2q24.2	106480395	ENSG00000202029
RNU6-581P	7q31.31	106479823	ENSG00000252023
RNU6-582P	4q32.1	106481365	ENSG00000199859
RNU6-583P	4q28.2	106479824	ENSG00000251821
RNU6-584P	1p34.3	106479825	ENSG00000222282
RNU6-586P	1p31.3	106480592	ENSG00000253074
RNU6-587P	Xq22.1	106481366	ENSG00000212584
RNU6-588P	5q32	106479826	ENSG00000222213
RNU6-589P	Xq22.1	106481367	ENSG00000252294
RNU6-590P	12p13.1	106480593	ENSG00000201909
RNU6-591P	Xp11.4	106479827	ENSG00000207122
RNU6-592P	11q24.1	106481368	ENSG00000223265
RNU6-593P	11p15.1	106479828	ENSG00000201586
RNU6-595P	12q14.1	106479829	ENSG00000200814
RNU6-596P	8q12.1	106481369	ENSG00000202265
RNU6-597P	14q23.2	106481905	ENSG00000202490
RNU6-598P	10p11.23	106479830	ENSG00000200887
RNU6-599P	9p11.2	106481370	ENSG00000238529
RNU6-600P	12q13.12	106479831	ENSG00000199394
RNU6-601P	2q23.2	106479832	ENSG00000207270
RNU6-602P	14q12	106481371	ENSG00000223087
RNU6-603P	6p21.32	106480594	ENSG00000223335
RNU6-604P	7q36.1	106479833	ENSG00000212219
RNU6-605P	1p34.3	106481372	ENSG00000199963
RNU6-606P	5q14.3	106479834	ENSG00000207452
RNU6-607P	8p11.23	106481772	ENSG00000223215
RNU6-608P	1p34.3	106481373	ENSG00000206654
RNU6-609P	1q32.1	106481906	ENSG00000202329
RNU6-610P	15q15.3	106479835	ENSG00000206991
RNU6-611P	19q13.32	106479836	ENSG00000207003
RNU6-612P	2p16.1	106481374	ENSG00000252718
RNU6-613P	2q36.3	106479837	ENSG00000222344
RNU6-614P	21q11.2	106481375	ENSG00000207097
RNU6-615P	4q21.22	106480595	ENSG00000251874
RNU6-616P	Xq26.3	106479838	ENSG00000207081
RNU6-617P	2q21.1	106479839	ENSG00000251956
RNU6-618P	12p11.21	106481376	ENSG00000200388
RNU6-619P	2q36.1	106479840	ENSG00000202016
RNU6-620P	5q14.3	106481377	ENSG00000206744
RNU6-621P	3q29	106481907	ENSG00000201622
RNU6-622P	1p31.1	106479841	ENSG00000206999
RNU6-623P	17q23.2	106481378	ENSG00000200013
RNU6-624P	2q36.3	106479842	ENSG00000200281
RNU6-625P	17q25.3	106479843	ENSG00000238658
RNU6-626P	6p12.1	106481379	ENSG00000200224
RNU6-627P	2q24.3	106480596	ENSG00000200902
RNU6-628P	8q24.13	106480396	ENSG00000222607
RNU6-629P	2q31.2	106479844	ENSG00000206788
RNU6-630P	Xp11.4	106481380	ENSG00000212560
RNU6-631P	15q11.2	106479845	ENSG00000200790
RNU6-632P	10p12.1	106479846	ENSG00000251711
RNU6-633P	16p13.13	106481381	ENSG00000199482
RNU6-634P	2p16.1	106479847	ENSG00000239189
RNU6-635P	4q24	106481382	ENSG00000252460
RNU6-636P	1p34.3	106480597	ENSG00000207328
RNU6-637P	3q26.2	106479848	ENSG00000206777
RNU6-638P	17q25.3	106481383	ENSG00000252391
RNU6-639P	20q13.12	106479849	ENSG00000206801
RNU6-640P	2p11.2	106479850	ENSG00000200563
RNU6-641P	Xp21.1	106481908	ENSG00000206733
RNU6-642P	2q35	106481384	ENSG00000200029
RNU6-643P	6p21.1	106479851	ENSG00000206745
RNU6-644P	5q23.1	106481385	ENSG00000212457
RNU6-645P	6p22.3	106479852	ENSG00000201519
RNU6-646P	3q29	106481386	ENSG00000201441
RNU6-647P	2p22.3	106480598	ENSG00000201113
RNU6-648P	Xq23	106479853	ENSG00000222122
RNU6-649P	2p25.2	106479854	ENSG00000207192
RNU6-650P	7q36.1	106481387	ENSG00000202528
RNU6-651P	2q33.1	106479855	ENSG00000222972
RNU6-652P	4q12	106481388	ENSG00000202358
RNU6-653P	6q21	106480397	ENSG00000199944
RNU6-654P	11q22.3	106481909	ENSG00000201243
RNU6-655P	18q23	106479856	ENSG00000199728
RNU6-656P	8q11.1	106479857	ENSG00000252594
RNU6-657P	10q23.33	106481389	ENSG00000206631
RNU6-658P	5q13.3	106479858	ENSG00000207336
RNU6-659P	14q24.2	106481390	ENSG00000252263
RNU6-660P	5p15.1	106480599	ENSG00000201436
RNU6-661P	5q12.1	106479859	ENSG00000199279
RNU6-662P	1q21.3	106479860	ENSG00000206980
RNU6-663P	8p12	106481391	ENSG00000212407
RNU6-664P	2q33.3	106479861	ENSG00000199251
RNU6-665P	8q11.21	106481392	ENSG00000207369
RNU6-666P	10p12.1	106480600	ENSG00000200369
RNU6-667P	15q25.1	106479862	ENSG00000252995
RNU6-668P	4q32.3	106481393	ENSG00000201050
RNU6-669P	9q22.32	107063537	ENSG00000202445
RNU6-670P	3p25.3	106479863	ENSG00000201182
RNU6-672P	11q13.4	106481910	ENSG00000206638
RNU6-673P	10q22.3	106481394	ENSG00000201954
RNU6-674P	2p11.2	106481773	ENSG00000200701
RNU6-675P	2q14.3	106479864	ENSG00000206963
RNU6-677P	9q22.32	106481395	ENSG00000252723
RNU6-678P	3q22.1	106479865	ENSG00000252641
RNU6-679P	5p15.2	106479866	ENSG00000212305
RNU6-680P	5q13.3	106480601	ENSG00000207333
RNU6-681P	3q26.32	106481911	ENSG00000200882
RNU6-682P	8p23.1	106479867	ENSG00000200713
RNU6-684P	14q32.33	106481396	ENSG00000222761
RNU6-685P	2p12	106479868	ENSG00000252897
RNU6-686P	15q22.31	106481397	ENSG00000201709
RNU6-687P	10q21.1	106479869	ENSG00000252252
RNU6-689P	14q24.3	106479870	ENSG00000206924
RNU6-690P	8q22.1	106481398	ENSG00000202112
RNU6-692P	2q22.3	106479871	ENSG00000207225
RNU6-693P	1q24.3	106481399	ENSG00000251943
RNU6-694P	9p24.2	106479872	ENSG00000200941
RNU6-695P	1p22.2	106481400	ENSG00000212459
RNU6-696P	21q22.13	106479873	ENSG00000212136
RNU6-697P	10q22.1	106479874	ENSG00000200218
RNU6-698P	19q13.42	106481401	ENSG00000200393
RNU6-699P	4q13.2	106479875	ENSG00000252890
RNU6-700P	12p13.31	106480398	ENSG00000212345
RNU6-701P	5q23.1	106481402	ENSG00000206786
RNU6-702P	18q11.2	106481912	ENSG00000201852
RNU6-703P	8q22.2	106479876	ENSG00000252755
RNU6-704P	1q32.1	106479877	ENSG00000201032
RNU6-705P	5q35.3	106481403	ENSG00000222533
RNU6-706P	18q12.2	106479878	ENSG00000253038
RNU6-707P	Xp11.23	107075318	ENSG00000201517
RNU6-708P	18q21.1	106480602	ENSG00000206944
RNU6-709P	10q25.3	106479879	ENSG00000253066
RNU6-710P	9q31.3	106479880	ENSG00000222356
RNU6-711P	17q11.2	106479881	ENSG00000253064
RNU6-712P	3p11.1	106481404	ENSG00000222490
RNU6-713P	12q12	106479882	ENSG00000207492
RNU6-714P	9q22.31	106480603	ENSG00000252772
RNU6-715P	2q22.3	106481405	ENSG00000202074
RNU6-716P	1q32.1	106479883	ENSG00000202491
RNU6-717P	12q24.33	106479884	ENSG00000239190
RNU6-718P	5q23.1	106481406	ENSG00000251975
RNU6-719P	7p14.1	106481913	ENSG00000252480
RNU6-720P	3q25.1	106479885	ENSG00000252172
RNU6-721P	18p11.21	106481774	ENSG00000222087
RNU6-722P	Xp11.23	106481407	ENSG00000223309
RNU6-723P	1p33	106479886	ENSG00000206700
RNU6-724P	5q13.2	106479887	ENSG00000212260
RNU6-725P	1q43	106481408	ENSG00000252371
RNU6-726P	3q22.1	106480604	ENSG00000201550
RNU6-727P	5q14.3	106481409	ENSG00000200462
RNU6-728P	10q26.13	106479888	ENSG00000202245
RNU6-729P	8p23.1	106481410	ENSG00000207128
RNU6-730P	6q27	106479889	ENSG00000206681
RNU6-731P	1p36.31	106481411	ENSG00000253022
RNU6-732P	5q32	106479890	ENSG00000251842
RNU6-733P	4q25	106479891	ENSG00000222691
RNU6-735P	12q22	106481412	ENSG00000222544
RNU6-737P	18q21.31	106481914	ENSG00000202240
RNU6-738P	5p14.1	106479892	ENSG00000207261
RNU6-739P	3p14.1	106481413	ENSG00000212340
RNU6-740P	10q23.31	106479893	ENSG00000201604
RNU6-741P	15q11.2	106479894	ENSG00000206616
RNU6-742P	18q21.31	106481414	ENSG00000202159
RNU6-743P	20q13.11	106480605	ENSG00000201021
RNU6-744P	2q14.1	106479895	ENSG00000202427
RNU6-745P	15q23	106481415	ENSG00000200216
RNU6-746P	4q12	106479896	ENSG00000206839
RNU6-747P	1q43	106480399	ENSG00000212230
RNU6-748P	8q22.2	106481416	ENSG00000207378
RNU6-749P	15q11.2	106480606	ENSG00000238489
RNU6-750P	1p21.2	106479897	ENSG00000212248
RNU6-751P	19q13.42	106479898	ENSG00000252191
RNU6-752P	5q23.2	106481417	ENSG00000252185
RNU6-753P	1p34.3	106479899	ENSG00000200796
RNU6-754P	6p21.1	106481418	ENSG00000212468
RNU6-755P	1q23.3	106481915	ENSG00000201270
RNU6-756P	8q24.13	106479900	ENSG00000206724
RNU6-757P	5q31.1	106479901	ENSG00000222266
RNU6-758P	16q23.1	106481419	ENSG00000252101
RNU6-759P	20q11.22	106479902	ENSG00000252549
RNU6-760P	5p13.3	106481420	ENSG00000251887
RNU6-761P	6p21.1	106480607	ENSG00000206875
RNU6-762P	2q33.1	106479903	ENSG00000252916
RNU6-763P	2q31.1	106481421	ENSG00000212167
RNU6-764P	Xq28	106479904	ENSG00000252205
RNU6-765P	9p13.1	106479905	ENSG00000252725
RNU6-766P	2q24.3	106481422	ENSG00000199348
RNU6-767P	17p11.2	106481916	ENSG00000206859
RNU6-768P	12q23.1	106481775	ENSG00000207414
RNU6-769P	12q13.12	106479906	ENSG00000207136
RNU6-770P	6q21	106481423	ENSG00000200799
RNU6-771P	1p36.21	106479907	ENSG00000207511
RNU6-772P	21q21.1	106479908	ENSG00000251851
RNU6-774P	4q21.23	106481425	ENSG00000200108
RNU6-775P	2p16.1	106479909	ENSG00000238619
RNU6-776P	1p36.12	106480608	ENSG00000201273
RNU6-777P	1p36.22	106481426	ENSG00000201135
RNU6-778P	1q32.1	106479910	ENSG00000200139
RNU6-780P	10q23.2	106481427	ENSG00000212332
RNU6-781P	12p13.31	106479911	ENSG00000252186
RNU6-782P	19p13.12	106481917	ENSG00000252661
RNU6-783P	11p14.3	106479912	ENSG00000252519
RNU6-784P	4q13.3	106481428	ENSG00000207058
RNU6-785P	9q34.3	106479913	ENSG00000223256
RNU6-786P	6q25.3	106481429	ENSG00000252658
RNU6-787P	3p14.1	106479914	ENSG00000206759
RNU6-788P	3p24.3	106480609	ENSG00000212269
RNU6-789P	3q22.3	106479915	ENSG00000252914
RNU6-790P	14q32.31	106481430	ENSG00000207208
RNU6-791P	1q41	106479916	ENSG00000222399
RNU6-792P	1p13.2	106481431	ENSG00000200360
RNU6-793P	6p23	106479917	ENSG00000206960
RNU6-794P	10p11.21	106480400	ENSG00000253070
RNU6-795P	10p11.1	106480610	ENSG00000252132
RNU6-796P	15q25.3	106481432	ENSG00000212388
RNU6-797P	7q34	106479918	ENSG00000199971
RNU6-798P	9q22.33	106479919	ENSG00000252721
RNU6-799P	17p12	107105254	ENSG00000200437
RNU6-800P	Xp22.2	106481433	ENSG00000207202
RNU6-801P	6p22.3	106479920	ENSG00000200957
RNU6-803P	19q13.42	106481434	ENSG00000251843
RNU6-804P	5q14.3	106479921	ENSG00000207013
RNU6-805P	10q22.1	106479922	ENSG00000202513
RNU6-806P	5q12.1	106481435	ENSG00000202017
RNU6-807P	15q26.3	106479923	ENSG00000252614
RNU6-808P	12q22	106481436	ENSG00000212535
RNU6-809P	1p31.3	106479924	ENSG00000207190
RNU6-810P	22q12.1	106481437	ENSG00000200871
RNU6-811P	10p11.21	106479925	ENSG00000206796
RNU6-812P	2p12	106479926	ENSG00000200048
RNU6-813P	6q25.1	106481438	ENSG00000207422
RNU6-815P	3p24.3	106480611	ENSG00000206807
RNU6-816P	22q11.1	106480401	ENSG00000212216
RNU6-817P	1p13.1	106479927	ENSG00000212385
RNU6-818P	4q22.1	106481439	ENSG00000201707
RNU6-819P	8q11.1	106479928	ENSG00000200986
RNU6-820P	9q21.11	106479929	ENSG00000207000
RNU6-821P	3q29	106481440	ENSG00000212297
RNU6-822P	3p24.3	106479930	ENSG00000199577
RNU6-823P	3q21.3	106481441	ENSG00000212344
RNU6-824P	6q25.2	106480612	ENSG00000200594
RNU6-826P	17q21.32	106479931	ENSG00000252636
RNU6-827P	2p12	106481442	ENSG00000202423
RNU6-828P	1p36.22	106479932	ENSG00000201746
RNU6-829P	9q22.31	106479933	ENSG00000200570
RNU6-830P	1p32.3	106480613	ENSG00000252162
RNU6-831P	18p11.31	106481443	ENSG00000207278
RNU6-832P	7q11.22	106479934	ENSG00000200189
RNU6-833P	10q22.2	106481444	ENSG00000200356
RNU6-834P	12q13.12	106479935	ENSG00000199237
RNU6-835P	14q31.3	106481445	ENSG00000252783
RNU6-836P	4p14	106481918	ENSG00000199790
RNU6-837P	12p12.3	106479936	ENSG00000212358
RNU6-838P	4p12	106479937	ENSG00000200269
RNU6-839P	10q25.1	106481446	ENSG00000200217
RNU6-840P	17q12	106479938	ENSG00000253084
RNU6-841P	19q13.33	106480699	ENSG00000206599
RNU6-842P	8p22	106481447	ENSG00000206996
RNU6-843P	2p24.3	106480614	ENSG00000207183
RNU6-844P	15q21.3	106479939	ENSG00000252984
RNU6-845P	16q11.2	106479940	ENSG00000199448
RNU6-847P	10p11.21	106481448	ENSG00000223047
RNU6-848P	2q21.1	106479941	ENSG00000251757
RNU6-849P	7q21.11	106481449	ENSG00000206818
RNU6-850P	6p21.33	106481919	ENSG00000252743
RNU6-851P	2p22.1	106479942	ENSG00000207295
RNU6-853P	4q32.3	106479943	ENSG00000201176
RNU6-854P	Xq21.1	106481450	ENSG00000200906
RNU6-855P	9q32	106479944	ENSG00000222327
RNU6-856P	3p21.1	106481451	ENSG00000252768
RNU6-857P	18q12.1	106480615	ENSG00000251702
RNU6-858P	3q29	106479945	ENSG00000199306
RNU6-859P	21q22.3	106481452	ENSG00000199598
RNU6-860P	3q29	106479946	ENSG00000222792
RNU6-861P	6q22.33	106479947	ENSG00000252554
RNU6-862P	17p11.2	106481920	ENSG00000199674
RNU6-863P	7q11.23	106481453	ENSG00000251798
RNU6-864P	14q12	106481776	ENSG00000252065
RNU6-865P	3q12.2	106479948	ENSG00000201642
RNU6-866P	17q12	106481454	ENSG00000274607
RNU6-867P	Xq13.3	106479949	ENSG00000201826
RNU6-869P	8q24.21	106480616	ENSG00000207138
RNU6-871P	12q14.1	106479950	ENSG00000251931
RNU6-873P	3p11.2	106479951	ENSG00000200703
RNU6-874P	11q24.3	106479952	ENSG00000199260
RNU6-875P	8q24.13	106479953	ENSG00000252297
RNU6-876P	11q24.3	106481455	ENSG00000212597
RNU6-877P	1p32.3	106480617	ENSG00000206595
RNU6-878P	11p15.5	106479954	ENSG00000207308
RNU6-879P	12q13.3	106481456	ENSG00000201198
RNU6-880P	1p34.2	106479955	ENSG00000207256
RNU6-881P	9q34.13	106479956	ENSG00000252622
RNU6-882P	3p25.3	106481457	ENSG00000212327
RNU6-883P	10q22.2	106481921	ENSG00000207327
RNU6-884P	1q21.3	106479957	ENSG00000200759
RNU6-885P	10q11.21	106481458	ENSG00000252416
RNU6-886P	14q21.1	106479958	ENSG00000207046
RNU6-887P	4p14	106481459	ENSG00000222592
RNU6-888P	5q31.2	106479959	ENSG00000199880
RNU6-889P	10p15.3	106480402	ENSG00000252998
RNU6-890P	6p21.1	106480618	ENSG00000206848
RNU6-891P	4q13.3	106479960	ENSG00000207007
RNU6-892P	8p21.3	106481460	ENSG00000222267
RNU6-893P	11q23.1	106479961	ENSG00000238444
RNU6-894P	Xp21.2	106481461	ENSG00000252903
RNU6-895P	8p11.21	106479962	ENSG00000206852
RNU6-896P	6q25.2	106481922	ENSG00000199246
RNU6-897P	6q16.3	106479963	ENSG00000252944
RNU6-898P	16q22.1	106481462	ENSG00000202497
RNU6-899P	11q12.1	106479964	ENSG00000200817
RNU6-900P	22q13.1	106481463	ENSG00000207227
RNU6-901P	3q25.2	106479965	ENSG00000207323
RNU6-902P	19q13.31	106480619	ENSG00000253021
RNU6-903P	18p11.22	106481464	ENSG00000212572
RNU6-904P	2q22.1	106479966	ENSG00000252015
RNU6-905P	3p25.1	106479967	ENSG00000207163
RNU6-906P	6q21	106481465	ENSG00000207431
RNU6-907P	4q22.1	106480620	ENSG00000212226
RNU6-908P	10p11.23	106479968	ENSG00000222092
RNU6-909P	5p14.1	106481466	ENSG00000252867
RNU6-910P	3q29	106481777	ENSG00000212146
RNU6-911P	7q34	106479969	ENSG00000252332
RNU6-912P	7q11.21	106479970	ENSG00000200670
RNU6-913P	5q12.1	106481467	ENSG00000212215
RNU6-914P	8q22.2	107063540	ENSG00000252558
RNU6-915P	2q32.3	106481923	ENSG00000201813
RNU6-916P	18p11.31	106481468	ENSG00000251897
RNU6-917P	20p13	106479971	ENSG00000252103
RNU6-918P	9q22.33	106481469	ENSG00000212521
RNU6-919P	20q13.13	106479972	ENSG00000252540
RNU6-920P	17q11.2	106481470	ENSG00000222858
RNU6-921P	14q24.1	106479973	ENSG00000207089
RNU6-922P	3p24.3	106479974	ENSG00000252562
RNU6-923P	5p13.2	106481471	ENSG00000201623
RNU6-924P	19q13.32	106480621	ENSG00000199796
RNU6-925P	8q21.3	106479975	ENSG00000207359
RNU6-926P	21q21.3	106481472	ENSG00000206802
RNU6-927P	12q24.31	106479976	ENSG00000252008
RNU6-928P	17q24.2	106479977	ENSG00000252685
RNU6-929P	20q13.31	106481473	ENSG00000207158
RNU6-930P	6p22.1	106480622	ENSG00000212240
RNU6-931P	4p12	106479978	ENSG00000200720
RNU6-932P	2q24.1	106481474	ENSG00000212410
RNU6-933P	11q12.2	106479979	ENSG00000207153
RNU6-934P	Xq22.1	106481475	ENSG00000202024
RNU6-935P	Xp11.22	106480403	ENSG00000222303
RNU6-936P	2p23.3	106481924	ENSG00000206732
RNU6-937P	20q11.23	106479980	ENSG00000207053
RNU6-938P	17q25.1	106479981	ENSG00000223217
RNU6-939P	2p22.2	106481476	ENSG00000207364
RNU6-940P	12q13.12	106479982	ENSG00000200303
RNU6-941P	Yp11.2	107063612	ENSG00000252155
RNU6-942P	2p23.3	106481477	ENSG00000199872
RNU6-943P	11p15.4	106480623	ENSG00000252769
RNU6-944P	16p12.3	106479983	ENSG00000200893
RNU6-945P	19q13.2	106479984	ENSG00000206674
RNU6-946P	10p12.1	106481478	ENSG00000206605
RNU6-947P	1q44	106479985	ENSG00000252073
RNU6-948P	4q27	106481479	ENSG00000252183
RNU6-949P	1p35.3	106481925	ENSG00000206767
RNU6-950P	12q13.13	106479986	ENSG00000207381
RNU6-951P	2p22.2	106481480	ENSG00000199603
RNU6-952P	11q22.2	106479987	ENSG00000212466
RNU6-953P	15q21.1	106479988	ENSG00000238941
RNU6-954P	21q11.2	106481481	ENSG00000223287
RNU6-955P	17p13.2	106480624	ENSG00000222429
RNU6-956P	7q21.3	106480404	ENSG00000239030
RNU6-957P	6q21	106479989	ENSG00000200522
